strain,phage,interaction
ERS764450,K15PH90,0
ERS764451,K15PH90,0
ERS686707,K15PH90,0
ERS523588,K15PH90,0
ERS715468,K15PH90,0
ERS747612,K15PH90,0
ERS685293,K15PH90,0
ERS799797,K15PH90,0
ERS702127,K15PH90,0
ERS715399,K15PH90,0
ERS701896,K15PH90,0
ERS736962,K15PH90,0
ERS686708,K15PH90,0
ERS715409,K15PH90,0
ERS686709,K15PH90,0
ERS764452,K15PH90,0
ERS799798,K15PH90,0
ERS715410,K15PH90,0
ERS686710,K15PH90,0
ERS686711,K15PH90,0
ERS685294,K15PH90,0
ERS747611,K15PH90,0
ERS744787,K15PH90,0
ERS702128,K15PH90,0
ERS715469,K15PH90,0
ERS715470,K15PH90,0
ERS715471,K15PH90,0
ERS706556,K15PH90,0
ERS718583,K15PH90,0
ERS715400,K15PH90,0
ERS702129,K15PH90,0
ERS523589,K15PH90,0
ERS715401,K15PH90,0
ERS715472,K15PH90,0
ERS702130,K15PH90,0
ERS685295,K15PH90,0
ERS718584,K15PH90,0
ERS702131,K15PH90,0
ERS686706,K15PH90,0
ERS702132,K15PH90,0
ERS702133,K15PH90,0
ERS715473,K15PH90,0
ERS659577,K15PH90,0
ERS659578,K15PH90,0
ERS659579,K15PH90,0
ERS659580,K15PH90,0
ERS659581,K15PH90,0
ERS739095,K16PH164C3,0
sampleK3,K16PH164C3,0
sampleK4,K16PH164C3,0
ERS812516,K16PH164C3,0
ERS739094,K16PH164C3,0
ERS706552,K16PH164C3,0
ERS523587,K16PH164C3,0
ERS747603,K16PH164C3,0
ERS706553,K16PH164C3,0
ERS659571,K16PH164C3,0
ERS706554,K16PH164C3,0
ERS706555,K16PH164C3,0
ERS743101,K16PH164C3,0
ERS799795,K16PH164C3,0
ERS799796,K16PH164C3,1
ERS764450,K16PH164C3,0
ERS764451,K16PH164C3,0
ERS686707,K16PH164C3,0
ERS523588,K16PH164C3,0
ERS715468,K16PH164C3,0
ERS747612,K16PH164C3,0
ERS685293,K16PH164C3,0
ERS799797,K16PH164C3,0
ERS702127,K16PH164C3,0
ERS715399,K16PH164C3,0
ERS701896,K16PH164C3,0
ERS736962,K16PH164C3,0
ERS686708,K16PH164C3,0
ERS715409,K16PH164C3,0
ERS686709,K16PH164C3,0
ERS764452,K16PH164C3,0
ERS799798,K16PH164C3,0
ERS715410,K16PH164C3,0
ERS686710,K16PH164C3,0
ERS686711,K16PH164C3,0
ERS685294,K16PH164C3,0
ERS747611,K16PH164C3,0
ERS744787,K16PH164C3,0
ERS702128,K16PH164C3,0
ERS715469,K16PH164C3,0
ERS715470,K16PH164C3,0
ERS715471,K16PH164C3,0
ERS706556,K16PH164C3,0
ERS718583,K16PH164C3,0
ERS715400,K16PH164C3,0
ERS702129,K16PH164C3,0
ERS523589,K16PH164C3,0
ERS715401,K16PH164C3,0
ERS715472,K16PH164C3,0
ERS702130,K16PH164C3,0
ERS685295,K16PH164C3,0
ERS718584,K16PH164C3,0
ERS702131,K16PH164C3,0
ERS686706,K16PH164C3,0
ERS702132,K16PH164C3,0
ERS702133,K16PH164C3,0
ERS715473,K16PH164C3,0
ERS659577,K16PH164C3,0
ERS659578,K16PH164C3,0
ERS659579,K16PH164C3,0
ERS659580,K16PH164C3,0
ERS659581,K16PH164C3,0
ERS739095,K17alfa61,0
sampleK3,K17alfa61,0
sampleK4,K17alfa61,0
ERS812516,K17alfa61,0
ERS739094,K17alfa61,0
ERS706552,K17alfa61,0
ERS523587,K17alfa61,0
ERS747603,K17alfa61,0
ERS706553,K17alfa61,0
ERS659571,K17alfa61,0
ERS706554,K17alfa61,0
ERS706555,K17alfa61,0
ERS743101,K17alfa61,0
ERS799795,K17alfa61,0
ERS799796,K17alfa61,0
ERS764450,K17alfa61,1
ERS764451,K17alfa61,0
ERS686707,K17alfa61,0
ERS523588,K17alfa61,0
ERS715468,K17alfa61,0
ERS747612,K17alfa61,0
ERS685293,K17alfa61,0
ERS799797,K17alfa61,0
ERS702127,K17alfa61,0
ERS715399,K17alfa61,0
ERS701896,K17alfa61,0
ERS736962,K17alfa61,0
ERS686708,K17alfa61,0
ERS715409,K17alfa61,0
ERS686709,K17alfa61,0
ERS764452,K17alfa61,0
ERS799798,K17alfa61,0
ERS715410,K17alfa61,0
ERS686710,K17alfa61,0
ERS686711,K17alfa61,0
ERS685294,K17alfa61,0
ERS747611,K17alfa61,0
ERS744787,K17alfa61,0
ERS702128,K17alfa61,0
ERS715469,K17alfa61,0
ERS715470,K17alfa61,0
ERS715471,K17alfa61,0
ERS706556,K17alfa61,0
ERS718583,K17alfa61,0
ERS715400,K17alfa61,0
ERS702129,K17alfa61,0
ERS523589,K17alfa61,0
ERS715401,K17alfa61,0
ERS715472,K17alfa61,0
ERS702130,K17alfa61,0
ERS685295,K17alfa61,0
ERS718584,K17alfa61,0
ERS702131,K17alfa61,0
ERS686706,K17alfa61,0
ERS702132,K17alfa61,0
ERS702133,K17alfa61,0
ERS715473,K17alfa61,0
ERS659577,K17alfa61,0
ERS659578,K17alfa61,0
ERS659579,K17alfa61,0
ERS659580,K17alfa61,0
ERS659581,K17alfa61,0
ERS739095,K17alfa62,0
sampleK3,K17alfa62,0
sampleK4,K17alfa62,0
ERS812516,K17alfa62,0
ERS739094,K17alfa62,0
ERS706552,K17alfa62,0
ERS523587,K17alfa62,0
ERS747603,K17alfa62,0
ERS706553,K17alfa62,0
ERS659571,K17alfa62,0
ERS706554,K17alfa62,0
ERS706555,K17alfa62,0
ERS743101,K17alfa62,0
ERS799795,K17alfa62,0
ERS799796,K17alfa62,0
ERS764450,K17alfa62,1
ERS764451,K17alfa62,0
ERS686707,K17alfa62,0
ERS523588,K17alfa62,0
ERS715468,K17alfa62,0
ERS747612,K17alfa62,0
ERS685293,K17alfa62,0
ERS799797,K17alfa62,0
ERS702127,K17alfa62,0
ERS715399,K17alfa62,0
ERS701896,K17alfa62,0
ERS736962,K17alfa62,0
ERS686708,K17alfa62,0
ERS715409,K17alfa62,0
ERS686709,K17alfa62,0
ERS764452,K17alfa62,0
ERS799798,K17alfa62,0
ERS715410,K17alfa62,0
ERS686710,K17alfa62,0
ERS686711,K17alfa62,0
ERS685294,K17alfa62,0
ERS747611,K17alfa62,0
ERS744787,K17alfa62,0
ERS702128,K17alfa62,0
ERS715469,K17alfa62,0
ERS715470,K17alfa62,0
ERS715471,K17alfa62,0
ERS706556,K17alfa62,0
ERS718583,K17alfa62,0
ERS715400,K17alfa62,0
ERS702129,K17alfa62,0
ERS523589,K17alfa62,0
ERS715401,K17alfa62,0
ERS715472,K17alfa62,0
ERS702130,K17alfa62,0
ERS685295,K17alfa62,0
ERS718584,K17alfa62,1
ERS702131,K17alfa62,0
ERS686706,K17alfa62,0
ERS702132,K17alfa62,0
ERS702133,K17alfa62,0
ERS715473,K17alfa62,0
ERS659577,K17alfa62,0
ERS659578,K17alfa62,0
ERS659579,K17alfa62,0
ERS659580,K17alfa62,0
ERS659581,K17alfa62,0
ERS739095,K18PH07C1,0
sampleK3,K18PH07C1,0
sampleK4,K18PH07C1,0
ERS812516,K18PH07C1,0
ERS739094,K18PH07C1,0
ERS706552,K18PH07C1,0
ERS523587,K18PH07C1,0
ERS747603,K18PH07C1,0
ERS706553,K18PH07C1,0
ERS659571,K18PH07C1,0
ERS706554,K18PH07C1,1
ERS706555,K18PH07C1,0
ERS743101,K18PH07C1,0
ERS799795,K18PH07C1,0
ERS799796,K18PH07C1,0
ERS764450,K18PH07C1,0
ERS764451,K18PH07C1,1
ERS686707,K18PH07C1,0
ERS523588,K18PH07C1,0
ERS715468,K18PH07C1,0
ERS747612,K18PH07C1,0
ERS685293,K18PH07C1,0
ERS799797,K18PH07C1,0
ERS702127,K18PH07C1,0
ERS715399,K18PH07C1,0
ERS701896,K18PH07C1,0
ERS736962,K18PH07C1,0
ERS686708,K18PH07C1,0
ERS715409,K18PH07C1,0
ERS686709,K18PH07C1,0
ERS764452,K18PH07C1,0
ERS799798,K18PH07C1,0
ERS715410,K18PH07C1,0
ERS686710,K18PH07C1,0
ERS686711,K18PH07C1,0
ERS685294,K18PH07C1,0
ERS747611,K18PH07C1,0
ERS744787,K18PH07C1,0
ERS702128,K18PH07C1,0
ERS715469,K18PH07C1,0
ERS715470,K18PH07C1,0
ERS715471,K18PH07C1,0
ERS706556,K18PH07C1,0
ERS718583,K18PH07C1,0
ERS715400,K18PH07C1,0
ERS702129,K18PH07C1,0
ERS523589,K18PH07C1,0
ERS715401,K18PH07C1,0
ERS715472,K18PH07C1,0
ERS702130,K18PH07C1,0
ERS685295,K18PH07C1,0
ERS718584,K18PH07C1,0
ERS702131,K18PH07C1,0
ERS686706,K18PH07C1,0
ERS702132,K18PH07C1,0
ERS702133,K18PH07C1,0
ERS715473,K18PH07C1,0
ERS659577,K18PH07C1,0
ERS659578,K18PH07C1,0
ERS659579,K18PH07C1,0
ERS659580,K18PH07C1,0
ERS659581,K18PH07C1,0
ERS739095,K2064PH2,0
sampleK3,K2064PH2,0
sampleK4,K2064PH2,0
ERS812516,K2064PH2,0
ERS739094,K2064PH2,0
ERS706552,K2064PH2,0
ERS523587,K2064PH2,0
ERS747603,K2064PH2,0
ERS706553,K2064PH2,0
ERS659571,K2064PH2,1
ERS706554,K2064PH2,1
ERS706555,K2064PH2,0
ERS743101,K2064PH2,1
ERS799795,K2064PH2,0
ERS799796,K2064PH2,0
ERS764450,K2064PH2,0
ERS764451,K2064PH2,0
ERS686707,K2064PH2,1
ERS523588,K2064PH2,0
ERS715468,K2064PH2,0
ERS747612,K2064PH2,0
ERS685293,K2064PH2,0
ERS799797,K2064PH2,0
ERS702127,K2064PH2,0
ERS715399,K2064PH2,0
ERS701896,K2064PH2,0
ERS736962,K2064PH2,0
ERS686708,K2064PH2,1
ERS715409,K2064PH2,0
ERS686709,K2064PH2,1
ERS764452,K2064PH2,0
ERS799798,K2064PH2,0
ERS715410,K2064PH2,0
ERS686710,K2064PH2,1
ERS686711,K2064PH2,0
ERS685294,K2064PH2,0
ERS747611,K2064PH2,0
ERS744787,K2064PH2,0
ERS702128,K2064PH2,0
ERS715469,K2064PH2,0
ERS715470,K2064PH2,0
ERS715471,K2064PH2,0
ERS706556,K2064PH2,0
ERS718583,K2064PH2,0
ERS715400,K2064PH2,0
ERS702129,K2064PH2,0
ERS523589,K2064PH2,0
ERS715401,K2064PH2,0
ERS715472,K2064PH2,0
ERS702130,K2064PH2,1
ERS685295,K2064PH2,0
ERS718584,K2064PH2,1
ERS702131,K2064PH2,1
ERS686706,K2064PH2,1
ERS702132,K2064PH2,0
ERS702133,K2064PH2,0
ERS715473,K2064PH2,0
ERS659577,K2064PH2,1
ERS659578,K2064PH2,0
ERS659579,K2064PH2,0
ERS659580,K2064PH2,0
ERS659581,K2064PH2,0
ERS739095,K2069PH1,0
sampleK3,K2069PH1,0
sampleK4,K2069PH1,0
ERS812516,K2069PH1,0
ERS739094,K2069PH1,0
ERS706552,K2069PH1,0
ERS523587,K2069PH1,0
ERS747603,K2069PH1,0
ERS706553,K2069PH1,0
ERS659571,K2069PH1,0
ERS706554,K2069PH1,0
ERS706555,K2069PH1,0
ERS743101,K2069PH1,0
ERS799795,K2069PH1,0
ERS799796,K2069PH1,0
ERS764450,K2069PH1,0
ERS764451,K2069PH1,0
ERS686707,K2069PH1,1
ERS523588,K2069PH1,0
ERS715468,K2069PH1,0
ERS747612,K2069PH1,0
ERS685293,K2069PH1,0
ERS799797,K2069PH1,0
ERS702127,K2069PH1,0
ERS715399,K2069PH1,0
ERS701896,K2069PH1,0
ERS736962,K2069PH1,0
ERS686708,K2069PH1,1
ERS715409,K2069PH1,0
ERS686709,K2069PH1,1
ERS764452,K2069PH1,0
ERS799798,K2069PH1,0
ERS715410,K2069PH1,0
ERS686710,K2069PH1,1
ERS686711,K2069PH1,0
ERS685294,K2069PH1,0
ERS747611,K2069PH1,0
ERS744787,K2069PH1,0
ERS702128,K2069PH1,0
ERS715469,K2069PH1,0
ERS715470,K2069PH1,0
ERS715471,K2069PH1,0
ERS706556,K2069PH1,0
ERS718583,K2069PH1,0
ERS715400,K2069PH1,0
ERS702129,K2069PH1,0
ERS523589,K2069PH1,0
ERS715401,K2069PH1,0
ERS715472,K2069PH1,0
ERS702130,K2069PH1,0
ERS685295,K2069PH1,0
ERS718584,K2069PH1,1
ERS702131,K2069PH1,0
ERS686706,K2069PH1,1
ERS702132,K2069PH1,0
ERS702133,K2069PH1,0
ERS715473,K2069PH1,0
ERS659577,K2069PH1,0
ERS659578,K2069PH1,0
ERS659579,K2069PH1,0
ERS659580,K2069PH1,0
ERS659581,K2069PH1,0
ERS739095,K21lambda1,0
sampleK3,K21lambda1,0
sampleK4,K21lambda1,0
ERS812516,K21lambda1,0
ERS739094,K21lambda1,0
ERS706552,K21lambda1,0
ERS523587,K21lambda1,0
ERS747603,K21lambda1,0
ERS706553,K21lambda1,0
ERS659571,K21lambda1,0
ERS706554,K21lambda1,0
ERS706555,K21lambda1,0
ERS743101,K21lambda1,0
ERS799795,K21lambda1,0
ERS799796,K21lambda1,0
ERS764450,K21lambda1,0
ERS764451,K21lambda1,0
ERS686707,K21lambda1,0
ERS523588,K21lambda1,0
ERS715468,K21lambda1,0
ERS747612,K21lambda1,0
ERS685293,K21lambda1,0
ERS799797,K21lambda1,0
ERS702127,K21lambda1,0
ERS715399,K21lambda1,0
ERS701896,K21lambda1,0
ERS736962,K21lambda1,0
ERS686708,K21lambda1,0
ERS715409,K21lambda1,0
ERS686709,K21lambda1,0
ERS764452,K21lambda1,0
ERS799798,K21lambda1,0
ERS715410,K21lambda1,0
ERS686710,K21lambda1,0
ERS686711,K21lambda1,0
ERS685294,K21lambda1,0
ERS747611,K21lambda1,0
ERS744787,K21lambda1,0
ERS702128,K21lambda1,0
ERS715469,K21lambda1,0
ERS715470,K21lambda1,0
ERS715471,K21lambda1,0
ERS706556,K21lambda1,0
ERS718583,K21lambda1,0
ERS715400,K21lambda1,0
ERS702129,K21lambda1,0
ERS523589,K21lambda1,0
ERS715401,K21lambda1,0
ERS715472,K21lambda1,0
ERS702130,K21lambda1,0
ERS685295,K21lambda1,0
ERS718584,K21lambda1,0
ERS702131,K21lambda1,0
ERS686706,K21lambda1,0
ERS702132,K21lambda1,0
ERS702133,K21lambda1,0
ERS715473,K21lambda1,0
ERS659577,K21lambda1,0
ERS659578,K21lambda1,0
ERS659579,K21lambda1,0
ERS659580,K21lambda1,0
ERS659581,K21lambda1,0
ERS739095,K23PH08C2,0
sampleK3,K23PH08C2,0
sampleK4,K23PH08C2,0
ERS812516,K23PH08C2,0
ERS739094,K23PH08C2,0
ERS706552,K23PH08C2,0
ERS523587,K23PH08C2,0
ERS747603,K23PH08C2,0
ERS706553,K23PH08C2,0
ERS659571,K23PH08C2,0
ERS706554,K23PH08C2,0
ERS706555,K23PH08C2,0
ERS743101,K23PH08C2,0
ERS799795,K23PH08C2,0
ERS799796,K23PH08C2,0
ERS764450,K23PH08C2,0
ERS764451,K23PH08C2,0
ERS686707,K23PH08C2,0
ERS523588,K23PH08C2,0
ERS715468,K23PH08C2,0
ERS747612,K23PH08C2,0
ERS685293,K23PH08C2,0
ERS799797,K23PH08C2,0
ERS702127,K23PH08C2,0
ERS715399,K23PH08C2,0
ERS701896,K23PH08C2,0
ERS736962,K23PH08C2,0
ERS686708,K23PH08C2,0
ERS715409,K23PH08C2,0
ERS686709,K23PH08C2,0
ERS764452,K23PH08C2,0
ERS799798,K23PH08C2,0
ERS715410,K23PH08C2,0
ERS686710,K23PH08C2,0
ERS686711,K23PH08C2,0
ERS685294,K23PH08C2,0
ERS747611,K23PH08C2,0
ERS744787,K23PH08C2,0
ERS702128,K23PH08C2,0
ERS715469,K23PH08C2,0
ERS715470,K23PH08C2,0
ERS715471,K23PH08C2,0
ERS706556,K23PH08C2,0
ERS718583,K23PH08C2,1
ERS715400,K23PH08C2,0
ERS702129,K23PH08C2,0
ERS523589,K23PH08C2,0
ERS715401,K23PH08C2,1
ERS715472,K23PH08C2,0
ERS702130,K23PH08C2,0
ERS685295,K23PH08C2,0
ERS718584,K23PH08C2,0
ERS702131,K23PH08C2,0
ERS686706,K23PH08C2,0
ERS702132,K23PH08C2,0
ERS702133,K23PH08C2,0
ERS715473,K23PH08C2,0
ERS659577,K23PH08C2,0
ERS659578,K23PH08C2,0
ERS659579,K23PH08C2,0
ERS659580,K23PH08C2,0
ERS659581,K23PH08C2,0
ERS739095,K25PH129C1,0
sampleK3,K25PH129C1,0
sampleK4,K25PH129C1,0
ERS812516,K25PH129C1,0
ERS739094,K25PH129C1,0
ERS706552,K25PH129C1,0
ERS523587,K25PH129C1,0
ERS747603,K25PH129C1,0
ERS706553,K25PH129C1,0
ERS659571,K25PH129C1,0
ERS706554,K25PH129C1,0
ERS706555,K25PH129C1,0
ERS743101,K25PH129C1,0
ERS799795,K25PH129C1,0
ERS799796,K25PH129C1,0
ERS764450,K25PH129C1,0
ERS764451,K25PH129C1,0
ERS686707,K25PH129C1,0
ERS523588,K25PH129C1,0
ERS715468,K25PH129C1,0
ERS747612,K25PH129C1,0
ERS685293,K25PH129C1,1
ERS799797,K25PH129C1,0
ERS702127,K25PH129C1,0
ERS715399,K25PH129C1,0
ERS701896,K25PH129C1,0
ERS736962,K25PH129C1,0
ERS686708,K25PH129C1,0
ERS715409,K25PH129C1,0
ERS686709,K25PH129C1,0
ERS764452,K25PH129C1,0
ERS799798,K25PH129C1,0
ERS715410,K25PH129C1,0
ERS686710,K25PH129C1,0
ERS686711,K25PH129C1,0
ERS685294,K25PH129C1,0
ERS747611,K25PH129C1,0
ERS744787,K25PH129C1,0
ERS702128,K25PH129C1,0
ERS715469,K25PH129C1,0
ERS715470,K25PH129C1,0
ERS715471,K25PH129C1,0
ERS706556,K25PH129C1,0
ERS718583,K25PH129C1,0
ERS715400,K25PH129C1,0
ERS702129,K25PH129C1,0
ERS523589,K25PH129C1,0
ERS715401,K25PH129C1,0
ERS715472,K25PH129C1,0
ERS702130,K25PH129C1,0
ERS685295,K25PH129C1,0
ERS718584,K25PH129C1,0
ERS702131,K25PH129C1,0
ERS686706,K25PH129C1,0
ERS702132,K25PH129C1,0
ERS702133,K25PH129C1,0
ERS715473,K25PH129C1,0
ERS659577,K25PH129C1,0
ERS659578,K25PH129C1,0
ERS659579,K25PH129C1,0
ERS659580,K25PH129C1,0
ERS659581,K25PH129C1,0
ERS739095,K27PH129C1,0
sampleK3,K27PH129C1,0
sampleK4,K27PH129C1,0
ERS812516,K27PH129C1,0
ERS739094,K27PH129C1,0
ERS706552,K27PH129C1,0
ERS523587,K27PH129C1,0
ERS747603,K27PH129C1,0
ERS706553,K27PH129C1,0
ERS659571,K27PH129C1,0
ERS706554,K27PH129C1,0
ERS706555,K27PH129C1,0
ERS743101,K27PH129C1,0
ERS799795,K27PH129C1,0
ERS799796,K27PH129C1,0
ERS764450,K27PH129C1,0
ERS764451,K27PH129C1,0
ERS686707,K27PH129C1,0
ERS523588,K27PH129C1,0
ERS715468,K27PH129C1,0
ERS747612,K27PH129C1,0
ERS685293,K27PH129C1,0
ERS799797,K27PH129C1,0
ERS702127,K27PH129C1,0
ERS715399,K27PH129C1,0
ERS701896,K27PH129C1,0
ERS736962,K27PH129C1,0
ERS686708,K27PH129C1,0
ERS715409,K27PH129C1,0
ERS686709,K27PH129C1,0
ERS764452,K27PH129C1,0
ERS799798,K27PH129C1,0
ERS715410,K27PH129C1,0
ERS686710,K27PH129C1,0
ERS686711,K27PH129C1,0
ERS685294,K27PH129C1,0
ERS747611,K27PH129C1,0
ERS744787,K27PH129C1,0
ERS702128,K27PH129C1,0
ERS715469,K27PH129C1,0
ERS715470,K27PH129C1,0
ERS715471,K27PH129C1,0
ERS706556,K27PH129C1,0
ERS718583,K27PH129C1,0
ERS715400,K27PH129C1,0
ERS702129,K27PH129C1,0
ERS523589,K27PH129C1,0
ERS715401,K27PH129C1,0
ERS715472,K27PH129C1,0
ERS702130,K27PH129C1,0
ERS685295,K27PH129C1,0
ERS718584,K27PH129C1,0
ERS702131,K27PH129C1,0
ERS686706,K27PH129C1,0
ERS702132,K27PH129C1,0
ERS702133,K27PH129C1,0
ERS715473,K27PH129C1,0
ERS659577,K27PH129C1,0
ERS659578,K27PH129C1,0
ERS659579,K27PH129C1,0
ERS659580,K27PH129C1,0
ERS659581,K27PH129C1,0
ERS739095,K28PH129,0
sampleK3,K28PH129,0
sampleK4,K28PH129,0
ERS812516,K28PH129,0
ERS739094,K28PH129,0
ERS706552,K28PH129,0
ERS523587,K28PH129,0
ERS747603,K28PH129,0
ERS706553,K28PH129,0
ERS659571,K28PH129,0
ERS706554,K28PH129,0
ERS706555,K28PH129,0
ERS743101,K28PH129,0
ERS799795,K28PH129,0
ERS799796,K28PH129,0
ERS764450,K28PH129,0
ERS764451,K28PH129,0
ERS686707,K28PH129,0
ERS523588,K28PH129,0
ERS715468,K28PH129,0
ERS747612,K28PH129,0
ERS685293,K28PH129,0
ERS799797,K28PH129,0
ERS702127,K28PH129,0
ERS715399,K28PH129,0
ERS701896,K28PH129,0
ERS736962,K28PH129,0
ERS686708,K28PH129,0
ERS715409,K28PH129,0
ERS686709,K28PH129,0
ERS764452,K28PH129,0
ERS799798,K28PH129,0
ERS715410,K28PH129,0
ERS686710,K28PH129,0
ERS686711,K28PH129,0
ERS685294,K28PH129,0
ERS747611,K28PH129,0
ERS744787,K28PH129,0
ERS702128,K28PH129,0
ERS715469,K28PH129,0
ERS715470,K28PH129,0
ERS715471,K28PH129,0
ERS706556,K28PH129,0
ERS718583,K28PH129,0
ERS715400,K28PH129,0
ERS702129,K28PH129,0
ERS523589,K28PH129,0
ERS715401,K28PH129,0
ERS715472,K28PH129,0
ERS702130,K28PH129,0
ERS685295,K28PH129,0
ERS718584,K28PH129,0
ERS702131,K28PH129,0
ERS686706,K28PH129,0
ERS702132,K28PH129,0
ERS702133,K28PH129,0
ERS715473,K28PH129,0
ERS659577,K28PH129,0
ERS659578,K28PH129,0
ERS659579,K28PH129,0
ERS659580,K28PH129,0
ERS659581,K28PH129,0
ERS739095,K29PH164C1,0
sampleK3,K29PH164C1,0
sampleK4,K29PH164C1,0
ERS812516,K29PH164C1,0
ERS739094,K29PH164C1,0
ERS706552,K29PH164C1,0
ERS523587,K29PH164C1,0
ERS747603,K29PH164C1,0
ERS706553,K29PH164C1,0
ERS659571,K29PH164C1,0
ERS706554,K29PH164C1,0
ERS706555,K29PH164C1,0
ERS743101,K29PH164C1,0
ERS799795,K29PH164C1,0
ERS799796,K29PH164C1,0
ERS764450,K29PH164C1,0
ERS764451,K29PH164C1,0
ERS686707,K29PH164C1,0
ERS523588,K29PH164C1,0
ERS715468,K29PH164C1,0
ERS747612,K29PH164C1,1
ERS685293,K29PH164C1,0
ERS799797,K29PH164C1,0
ERS702127,K29PH164C1,1
ERS715399,K29PH164C1,0
ERS701896,K29PH164C1,0
ERS736962,K29PH164C1,0
ERS686708,K29PH164C1,0
ERS715409,K29PH164C1,0
ERS686709,K29PH164C1,0
ERS764452,K29PH164C1,0
ERS799798,K29PH164C1,0
ERS715410,K29PH164C1,0
ERS686710,K29PH164C1,0
ERS686711,K29PH164C1,0
ERS685294,K29PH164C1,0
ERS747611,K29PH164C1,0
ERS744787,K29PH164C1,0
ERS702128,K29PH164C1,0
ERS715469,K29PH164C1,0
ERS715470,K29PH164C1,0
ERS715471,K29PH164C1,0
ERS706556,K29PH164C1,0
ERS718583,K29PH164C1,0
ERS715400,K29PH164C1,0
ERS702129,K29PH164C1,0
ERS523589,K29PH164C1,0
ERS715401,K29PH164C1,0
ERS715472,K29PH164C1,0
ERS702130,K29PH164C1,0
ERS685295,K29PH164C1,0
ERS718584,K29PH164C1,1
ERS702131,K29PH164C1,0
ERS686706,K29PH164C1,0
ERS702132,K29PH164C1,0
ERS702133,K29PH164C1,0
ERS715473,K29PH164C1,0
ERS659577,K29PH164C1,0
ERS659578,K29PH164C1,1
ERS659579,K29PH164C1,0
ERS659580,K29PH164C1,0
ERS659581,K29PH164C1,0
ERS739095,K30lambda2,0
sampleK3,K30lambda2,0
sampleK4,K30lambda2,0
ERS812516,K30lambda2,0
ERS739094,K30lambda2,0
ERS706552,K30lambda2,1
ERS523587,K30lambda2,0
ERS747603,K30lambda2,0
ERS706553,K30lambda2,0
ERS659571,K30lambda2,1
ERS706554,K30lambda2,0
ERS706555,K30lambda2,1
ERS743101,K30lambda2,1
ERS799795,K30lambda2,0
ERS799796,K30lambda2,0
ERS764450,K30lambda2,0
ERS764451,K30lambda2,0
ERS686707,K30lambda2,0
ERS523588,K30lambda2,0
ERS715468,K30lambda2,0
ERS747612,K30lambda2,0
ERS685293,K30lambda2,0
ERS799797,K30lambda2,1
ERS702127,K30lambda2,1
ERS715399,K30lambda2,1
ERS701896,K30lambda2,1
ERS736962,K30lambda2,1
ERS686708,K30lambda2,0
ERS715409,K30lambda2,0
ERS686709,K30lambda2,1
ERS764452,K30lambda2,1
ERS799798,K30lambda2,0
ERS715410,K30lambda2,0
ERS686710,K30lambda2,0
ERS686711,K30lambda2,0
ERS685294,K30lambda2,0
ERS747611,K30lambda2,0
ERS744787,K30lambda2,1
ERS702128,K30lambda2,0
ERS715469,K30lambda2,1
ERS715470,K30lambda2,0
ERS715471,K30lambda2,0
ERS706556,K30lambda2,0
ERS718583,K30lambda2,0
ERS715400,K30lambda2,0
ERS702129,K30lambda2,1
ERS523589,K30lambda2,0
ERS715401,K30lambda2,0
ERS715472,K30lambda2,0
ERS702130,K30lambda2,0
ERS685295,K30lambda2,0
ERS718584,K30lambda2,0
ERS702131,K30lambda2,0
ERS686706,K30lambda2,1
ERS702132,K30lambda2,1
ERS702133,K30lambda2,0
ERS715473,K30lambda2,1
ERS659577,K30lambda2,0
ERS659578,K30lambda2,0
ERS659579,K30lambda2,1
ERS659580,K30lambda2,0
ERS659581,K30lambda2,0
ERS739095,K32PH164C1,0
sampleK3,K32PH164C1,0
sampleK4,K32PH164C1,0
ERS812516,K32PH164C1,0
ERS739094,K32PH164C1,0
ERS706552,K32PH164C1,0
ERS523587,K32PH164C1,0
ERS747603,K32PH164C1,0
ERS706553,K32PH164C1,0
ERS659571,K32PH164C1,0
ERS706554,K32PH164C1,0
ERS706555,K32PH164C1,0
ERS743101,K32PH164C1,0
ERS799795,K32PH164C1,0
ERS799796,K32PH164C1,0
ERS764450,K32PH164C1,0
ERS764451,K32PH164C1,0
ERS686707,K32PH164C1,0
ERS523588,K32PH164C1,0
ERS715468,K32PH164C1,0
ERS747612,K32PH164C1,0
ERS685293,K32PH164C1,0
ERS799797,K32PH164C1,0
ERS702127,K32PH164C1,0
ERS715399,K32PH164C1,0
ERS701896,K32PH164C1,0
ERS736962,K32PH164C1,1
ERS686708,K32PH164C1,0
ERS715409,K32PH164C1,0
ERS686709,K32PH164C1,0
ERS764452,K32PH164C1,0
ERS799798,K32PH164C1,0
ERS715410,K32PH164C1,0
ERS686710,K32PH164C1,0
ERS686711,K32PH164C1,0
ERS685294,K32PH164C1,0
ERS747611,K32PH164C1,0
ERS744787,K32PH164C1,0
ERS702128,K32PH164C1,0
ERS715469,K32PH164C1,0
ERS715470,K32PH164C1,0
ERS715471,K32PH164C1,0
ERS706556,K32PH164C1,0
ERS718583,K32PH164C1,0
ERS715400,K32PH164C1,0
ERS702129,K32PH164C1,1
ERS523589,K32PH164C1,0
ERS715401,K32PH164C1,0
ERS715472,K32PH164C1,0
ERS702130,K32PH164C1,0
ERS685295,K32PH164C1,0
ERS718584,K32PH164C1,0
ERS702131,K32PH164C1,0
ERS686706,K32PH164C1,0
ERS702132,K32PH164C1,0
ERS702133,K32PH164C1,0
ERS715473,K32PH164C1,0
ERS659577,K32PH164C1,0
